item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score,ipa_en,ipa_l1,freq,morpheme_count,char_length,syllables,edit_distance,phon_edit_distance
990,de,supporting,adjective,s_________,Neben-,Er wurde als Nebendarsteller engagiert.,-3.092470688,səpɔːɹɾɪŋ,neːbən,4.71,2,10,3,9,8
991,de,crude,adjective,c____,primitiv (nicht: basic),Die ersten Menschen auf unserer Erde benutzten primitive Werkzeuge.,-3.1819155,kɹuːd,priːmiːtiːf nɪçt bɑziːk,4.0,1,5,1,22,22
992,de,tension,noun,t______,Spannung,"Wir versuchten, die Spannung mit Humor etwas abzubauen.",0.129588445,tɛnʃən,ʃpanʊŋ,4.22,1,7,2,7,6
993,de,bag,noun,b__,"Tasche, Sack, Beutel",Meine Tasche wurde letzte Nacht gestohlen.,3.588439276,bæɡ,taʃə zak bɔøtəl,4.79,1,3,1,19,14
994,de,illuminated,adjective,i__________,erleuchtet,Der hell erleuchtete Raum war voller Menschen.,-0.473297723,ɪluːmᵻneɪɾᵻd,ɛɾlɔøçtət,3.5,2,11,4,8,12
995,de,throw,verb,t____,werfen,Wer würde den Stein wohl am weitesten werfen?,0.824723102,θɹoʊ,vɛɾfən,4.83,1,5,1,5,6
996,de,rest,noun,r___,Ruhe,Er hat die letzten drei Tage sehr viel gearbeitet und braucht dringend etwas Ruhe.,0.383279686,ɹɛst,ruːə,5.23,2,4,1,4,4
997,de,coordinate,verb,c_________,koordinieren,"Wer soll unsere Tätigkeit koordinieren, wenn wir das nicht selbst tun?",1.491012525,koʊɔːɹdᵻnət,koːɾdiːniːrən,3.82,1,10,3,5,9
998,de,ice,noun,i__,Eis,Der See war vollkommen mit Eis bedeckt.,4.156986088,aɪs,aɪs,5.0,1,3,1,3,0
999,de,rally,verb,r____,sich versammeln,"Tausende Demonstranten versammeln sich hier, um gegen die Regierung zu protestieren.",-3.105303927,ɹæli,zɪç fɛɾzaməln,4.34,2,5,1,12,12
1000,de,perfume,noun,p______,Parfüm,Der Mann schenkt seiner Frau ein neues Parfüm.,-1.371995553,pɜːfjuːm,paɾfyːm,3.75,1,7,2,4,4
1001,de,club,noun,c___,Verein,Ich spiele Fußball in einem Verein.,2.08113903,klʌb,fɛɾaɪn,5.2,1,4,1,6,6
1002,de,correlation,noun,c__________,"Wechselbeziehung, Zusammenhang","Die Ergebnisse der Studie zeigen, dass es einen Zusammenhang zwischen Ernährung und Einkommen gibt.",-2.567540539,kɔɹɪleɪʃən,vɛksəlbeːtsiːʊŋ tsuːzamənhaŋ,3.86,2,11,4,26,24
1003,de,proposal,noun,p_______,Antrag,Jeder Antrag wird genau auf seine Machbarkeit hin geprüft.,-1.880763326,pɹəpoʊzəl,antrɑːk,4.47,1,8,3,7,9
1004,de,respondent,noun,r_________,Befragter / Befragte,Die meisten Befragten beantworteten diese Frage positiv.,-2.90701552,ɹᵻspɑːndənt,bəfrɑːktɜ bəfrɑːktə,3.09,2,10,3,16,15
1005,de,garage,noun,g_____,Garage,Wir parken unser Auto in der Garage.,2.863386075,ɡɚɹɑːʒ,ɡarɑʒə,4.25,1,6,2,1,4
1006,de,turtle,noun,t_____,Schildkröte,Die Schildkröte legt ihre Eier an Land.,0.606931777,tɜːɾəl,ʃɪltkrøːtə,3.91,1,6,1,9,8
1007,de,fee,noun,f__,Gebühr,In Österreich müssen Studenten keine Studiengebühren zahlen.,0.228800849,fiː,ɡəbyːɾ,4.51,1,3,1,5,5
1008,de,breath,noun,b_____,"Atem, Atemzug",Er nahm einen tiefen Atemzug.,2.545336189,bɹɛθ,ɑːtəm ɑtɛmtsuːk,4.52,1,6,1,11,14
1009,de,animation,noun,a________,Trickfilm,Die Kinder sehen einen Trickfilm mit animierten Tieren.,0.065454798,ænɪmeɪʃən,trɪkfɪlm,4.18,2,9,4,7,7
1010,de,deliberate,verb,d_________,gründlich nachdenken,"Bevor ich eine endgültige Entscheidung traf, dachte ich gründlich darüber nach.",-3.021598472,dᵻlɪbɚɹət,ɡrʏntlɪç naxdɛŋkən,3.82,1,10,4,16,15
1011,de,married,adjective,m______,verheiratet,Die verheiratete Frau bekommt bald ein Baby.,1.659301269,mæɹid,fɛɾhaɪrɑːtət,5.03,2,7,2,8,12
1012,de,heartbroken,adjective,h__________,todunglücklich,Ihr Freund hat mit ihr Schluss gemacht und sie ist jetzt todunglücklich.,-2.294647119,hɑːɹtbɹoʊkən,toːdʊŋlʏklɪç,3.41,1,11,2,13,11
1013,de,gunshot,noun,g______,Schuss,"Die Bewohner des Hauses behaupten, dass sie mehrere Schüsse gehört haben.",0.070310713,ɡʌnʃɑːt,ʃʊs,3.49,1,7,2,7,6
1014,de,drinking,noun,d_______,"Trinken, Trink-",Ich habe meinen eigenen Trinkbecher mitgebracht.,0.205900217,dɹɪŋkɪŋ,trɪŋkən trɪŋk,4.71,2,8,2,9,8
1015,de,subway,noun,s_____,U-Bahn,"Wir benutzen die U-Bahn nur sehr selten, weil sie immer so voll ist.",0.543427994,sʌbweɪ,uːbɑːn,4.05,1,6,2,6,5
1016,de,dry,verb,d__,etw trocknen,Wir haben die Handtücher gewaschen und jetzt trocknen sie draußen auf der Wäscheleine.,3.002481478,dɹaɪ,ɛtf trɔknən,4.74,1,3,1,11,11
1017,de,intention,noun,i________,Absicht,Ich habe dich ohne Absicht verletzt.,-0.563085063,ɪntɛnʃən,apzɪçt,4.33,3,9,3,9,8
1018,de,yield,verb,y____,hervorbringen,Die Bäume bringen dieses Jahr schöne Früchte hervor.,-1.572119937,jiːld,hɛɾfoːɾbrɪŋən,4.16,1,5,1,12,12
1019,de,superman,noun,s_______,Superman,"Er ist ein richtiger Superman, er vollbringt große Leistungen.",2.40877457,suːpɚmæn,zuːpɜmɑːn,4.02,1,8,3,1,4
1020,de,reproduction,noun,r___________,Vervielfältigung,Die Vervielfältigung von illegalen Tonbandaufnahmen ist illegal.,-1.244609247,ɹᵻpɹədʌkʃən,fɛɾfiːlfɛltɪɡʊŋ,3.79,3,12,4,12,15
1021,de,championship,noun,c___________,Meisterschaft,Die Fußballmeisterschaft findet dieses Jahr im Mai statt. ,0.24679277,tʃæmpiənʃɪp,maɪstɜʃaft,4.54,1,12,4,12,11
1022,de,land,verb,l___,landen,Das Flugzeug landete pünktlich.,1.592398939,lænd,landən,5.22,1,4,1,2,3
1023,de,catholic,noun,c_______,Katholik,Gläubige Katholiken gehen jeden Sonntag in die Kirche.,1.216639959,kæθlɪk,katoːlɪk,4.55,1,8,3,2,4
1024,de,redirect,verb,r_______,umleiten,"Wenn du länger nicht im Büro bist, wäre es gut, wenn du deine E-Mail zu meiner Adresse umleiten würdest.",-2.150413638,ɹiːdᵻɹɛkt,ʊmlaɪtən,3.21,2,8,3,7,9
1025,de,precedent,noun,p________,Präzedenzfall,Die Richterin begründete sein Urteil mit einem relevanten Präzedenzfall.,-2.417556843,pɹɛsᵻdənt,prɛːtseːdɛntsfal,3.78,2,9,3,8,10
1026,de,tenure,noun,t_____,Amtszeit,Während ihrer Amtszeit wurden die Steuern drastisch erhöht.,-2.815791658,tɛnjɚ,amtstsaɪt,3.93,1,6,2,7,8
1027,de,echo,verb,e___,"widerhallen, nachklingen","Seine Worte klangen in dem großen, leeren Raum nach.",0.805944138,ɛkoʊ,viːdɜhalən naxklɪŋən,4.04,1,4,1,21,19
1028,de,conventionally,adverb,c_____________,konventionell,Sie zieht sich konventionell an.,-1.061908332,kənvɛnʃənəli,kɔnvɛntsjoːnɛl,3.07,2,14,4,3,8
1029,de,modern,adjective,m_____,modern,Sie hat eine moderne Küche.,3.215922091,mɑːdɚn,moːdɛɾn,5.07,1,6,2,0,3
1030,de,blowing,noun,b______,"Blasen, Wehen",Das Wehen des Nordwindes kündigt den Wintereinbruch an.,0.512304996,bloʊɪŋ,blɑːzən veːən,4.2,2,7,2,11,11
1031,de,spend,verb,s____,(Geld) ausgeben,Ich möchte im nächsten Monat weniger Geld für Kaffeepausen ausgeben.,0.797162696,spɛnd,ɡɛlt aʊsɡeːbən,4.97,1,5,1,13,13
1032,de,growth,noun,g_____,"Wachstum, Zunahme, Anstieg",Es war eine Zunahme an Kriminalität zu beobachten.,-0.313688172,ɡɹoʊθ,vakstuːm tsuːnɑːmə anʃtiːk,5.03,1,6,1,24,26
1033,de,subsequently,adverb,s___________,nachträglich,Das Gesetz wurde nachträglich geändert.,-2.684412744,sʌbsᵻkwəntli,naxtrɛːklɪç,4.23,2,12,2,12,12
1034,de,hut,noun,h__,Hütte,Sie mieteten sich eine simple Hütte am Strand.,0.646256969,hʌt,hʏtə,3.84,1,3,1,4,2
1035,de,bean,noun,b___,Bohnen,Heute gibt es Bohnensalat zur Hauptspeise.,2.277440765,biːn,boːnən,3.98,1,4,1,5,3
1036,de,will,noun,w___,Wille,Sie hatte immer schon einen sehr starken Willen.,1.4315057,wɪl,vɪlə,6.45,1,4,1,2,2
1037,de,elementary,adjective,e_________,"elementar, grundlegend",Die grundlegendsten Aufgaben wurden nicht richtig verrichtet. ,0.122206616,ɛlɪmɛntɚɹi,eːleːməntɑːɾ ɡrʊndleːɡənt,4.33,1,10,3,13,21
1038,de,overhead,adverb,o_______,"in der Luft, über uns",Die Möwe kreiste über uns.,-1.869303041,oʊvɚhɛd,ɪn dɛɾ lʊft yːbɜ ʊns,3.93,1,8,2,18,19
1039,de,wallpaper,noun,w________,Tapete,Die Wände waren mit einer Tapete mit buntem Muster beklebt.,0.444951425,wɔːlpeɪpɚ,tɑpətə,3.69,2,9,3,6,8
1040,de,current,noun,c______,Strömung,Der Fluss hat eine starke Strömung.,-1.426707764,kɜːɹənt,ʃtrøːmʊŋ,5.27,1,7,2,6,8
1041,de,awkward,adjective,a______,"schwierig, unangenehm (nicht: difficult)",Nach dem Gespräch lag eine unangenehme Stille zwischen uns.,-1.79270009,ɔːkwɚd,ʃviːrɪç ʊnanɡəneːm nɪçt dɪfiːkʊlt,4.29,1,7,2,37,31
1042,de,vendor,noun,v_____,Straßenhändler,An der Kreuzung war außer einer Straßenhändlerin niemand zu sehen.,-1.258870096,vɛndɚ,ʃtrɑsənhɛndlɜ,3.79,1,6,1,10,10
1043,de,absurd,adjective,a_____,absurd,Mach dich nicht lächerlich. Das ist völlig absurd! ,1.047869477,ɐbsɜːd,apzʊɐt,3.95,1,6,2,0,6
1044,de,telemarketing,noun,t____________,Telefonmarketing,Das Lexikon habe ich über Telefonmarketing gekauft.,-1.620804652,tɛlᵻmɑːɹkɪɾɪŋ,teːleːfɔnmaɾkeːtɪŋ,2.49,2,13,3,4,13
1045,de,bee,noun,b__,Biene,Bienen produzieren Honig.,2.072102583,biː,biːnə,4.09,1,3,1,3,2
1046,de,skill,noun,s____,Können,Jeder kann hier sein Können unter Beweis stellen.,-0.993621125,skɪl,kœnən,4.42,1,5,1,6,5
1047,de,jungle,noun,j_____,Dschungel,Auf unserer Reise machen wir eine Wanderung durch den Dschungel.,2.733153746,dʒʌŋɡəl,dʒʊŋəl,4.12,1,6,1,6,2
1048,de,telescope,noun,t________,Fernrohr,Er schaute mit dem Fernrohr zur Insel hinüber.,-0.702313873,tɛlᵻskoʊp,fɛɾnroːɾ,3.75,1,9,2,7,7
1049,de,demographic,adjective,d__________,demografisch,Viele Regionen sind einem demographischen Wandel ausgesetzt.,1.697432502,dɛməɡɹæfɪk,deːmoːɡrɑfɪʃ,3.92,1,11,3,4,7
1050,de,cook,verb,c___,kochen,Ich koche heute Abend Reis mit Gemüse.,2.978163673,kʊk,kɔxən,4.65,1,4,1,5,4
1051,de,darling,adjective,d______,"lieber, liebster","Liebste Sara, würdest du bitte dein Zimmer aufräumen?",-4.163853585,dɑːɹlɪŋ,liːbɜ liːbstɜ,4.09,2,7,1,13,11
1052,de,ahead,preposition,a____,"vor, voraus",Einige Probleme liegen noch vor uns.,0.023457946,ɐhɛd,fɔɾ foːraʊs,5.01,1,5,1,10,11
1053,de,trigger,noun,t______,Abzug,"Sie hielt den Finger am Abzug, jederzeit bereit, zu schießen.",-0.837765364,tɹɪɡɚ,aptsuːk,4.25,2,7,2,6,6
1054,de,symphony,noun,s_______,Sinfonie,Am liebsten hörte sie Beethovens sechste Sinfonie.,-1.584054717,sɪmfəni,zɪnfoːniː,3.77,1,8,2,7,5
1055,de,son,noun,s__,Sohn,Sie haben gemeinsam eine Tochter und einen Sohn.,2.580092073,sʌn,zoːn,5.28,1,3,1,2,3
1056,de,midnight,noun,m_______,Mitternacht,Das Feuerwerk beginnt um Mitternacht.,3.07796025,mɪdnaɪt,mɪtɜnaxt,4.31,1,8,2,7,3
1057,de,college,noun,c______,"Hochschule, Akademie",Sie unterrichtet klassische Gitarre an der Musikhochschule.,-0.056662138,kɑːlɪdʒ,hoːxʃuːlə ɑkadeːmiː,5.27,1,7,2,16,16
1058,de,much,adverb,m___,viel,"Es hat sich viel verändert, seit du das letzte Mal hier warst. ",0.651675735,mʌtʃ,fiːl,6.0,1,4,1,4,4
1059,de,clean,adjective,c____,sauber,Ich habe das Bad frisch geputzt. Alles ist sauber!,3.397353222,kliːn,zaʊbɜ,4.97,1,5,1,6,5
1060,de,stolen,adjective,s_____,gestohlen,Die gestohlenen Waren wurden nicht mehr gefunden.,1.817065508,stoʊlən,ɡəʃtoːlən,4.41,1,6,1,3,4
1061,de,successor,noun,s________,Nachfolger / Nachfolgerin,Die Präsidentin wünscht ihrem Nachfolger viel Erfolg.,-1.628010308,səksɛsɚ,naxfɔlɡɜ naxfɔlɡərɪn,3.99,1,9,2,21,20
1062,de,crazy,adjective,c____,"verrückt, wahnsinnig (nicht: mad)",Die laute Musik macht mich wahnsinnig.,1.014994761,kɹeɪzi,fɛɾrʏkt vɑːnzɪnɪç nɪçt mɑːt,5.07,1,5,1,31,25
1063,de,request,noun,r______,"Ansuchen, Bitte",Die Bank hat ihr Ansuchen um einen Kredit bereits genehmigt.,-0.584505959,ɹᵻkwɛst,anzuːxən bɪtə,4.76,3,7,2,12,12
1064,de,wound,noun,w____,Wunde,Die Wunde scheint gut zu verheilen.,1.872355721,wuːnd,vʊndə,4.24,1,5,1,3,4
1065,de,creativity,noun,c_________,Kreativität,Für die Aufgabe ist Kreativität gefordert.,2.392875207,kɹiːʲeɪtɪvᵻɾi,kreːatiːviːtɛːt,4.01,1,10,3,3,13
1066,de,combined,adjective,c_______,"vereint, gemeinsam (nicht: joint)",Unsere gemeinsamen Anstrengungen haben uns zum Sieg verholfen.,-3.170684491,kəmbaɪnd,fɛɾaɪnt ɡəmaɪnzɑːm nɪçt (en)dʒɔɪnt(de),4.68,2,8,2,30,33
1067,de,expert,noun,e_____,Fachmann,Anna ist eine Fachfrau auf diesem Gebiet.,0.648965633,ɛkspɜːt,faxman,4.56,1,6,2,8,7
1068,de,everywhere,adverb,e_________,überall,Du kannst diese Hosen überall in Europa umtauschen.,1.977575231,ɛvɹɪwɛɹ,yːbɜal,4.66,1,10,2,8,7
1069,de,bookmark,noun,b_______,Lesezeichen,Zu Weihnachten habe ich ein neues Buch mit einem Lesezeichen bekommen.,-0.362361542,bʊkmɑːɹk,leːzeːtsaɪçən,3.04,1,8,2,11,12
1070,de,paintbrush,noun,p_________,"Pinsel, Farbpinsel",Ich habe verschiedene Farbpinsel für dieses Bild verwendet.,-1.268260939,peɪntbɹʌʃ,pɪnzəl faɾppɪnzəl,2.62,1,10,2,15,15
1071,de,wounded,adjective,w______,verletzt,Die verletzten Soldaten wurden ins Lazarett gebracht.,0.957758055,wuːndᵻd,fɛɾlɛtst,4.32,2,7,1,8,8
1072,de,substitution,noun,s___________,Ersatz,Süßstoffe werden oft als Ersatz für Zucker in der Lebensmittelindustrie eingesetzt.,-1.869430135,sʌbstɪtuːʃən,ɛɾzats,3.41,2,12,4,10,11
1073,de,plantation,noun,p_________,Plantage,Palmöl und Kaffee werden leider häufig auf großen Plantagen angebaut.,-1.425593608,plænteɪʃən,plantɑːɡə,3.72,2,10,3,5,5
1074,de,undetectable,adjective,u___________,nicht nachweisbar,Er wurde durch ein nicht nachweisbares Gift getötet.,-2.914782324,ʌndɪtɛktəbəl,nɪçt naxvaɪzbɑːɾ,2.83,3,12,3,14,14
1075,de,resist,verb,r_____,widerstehen,"Ich liebe Süßigkeiten und es gelingt mir nur sehr selten, einer süßen Versuchung zu widerstehen.",-0.050520052,ɹᵻzɪst,viːdɜʃteːən,4.2,2,6,2,9,10
1076,de,password,noun,p_______,Kennwort,"Um dich für diese App anmelden zu können, brauchst du einen Benutzernamen und ein Kennwort.",0.811475079,pæswɜːd,kɛnvɔɾt,4.06,1,8,2,5,7
1077,de,addition,noun,a_______,"Zusatz, Zuwachs",Wir haben neuen Familienzuwachs.,-1.086013793,ɐdɪʃən,tsuːzats tsuːvaxs,5.01,2,8,3,14,17
1078,de,funeral,noun,f______,Begräbnis,Gestern fand das Begräbnis meiner Großmutter statt.,1.403672628,fjuːnɚɹəl,bəɡrɛbnɪs,4.37,1,7,3,9,9
1079,de,soft,adjective,s___,weich,Matthias rutschte plötzlich aus und plumpste in den weichen Schnee.,1.537033732,sɔft,vaɪç,4.68,1,4,1,5,4
1080,de,faithful,adjective,f_______,treu (nicht: loyal),Seit meiner Kindheit war er mir ein treuer Freund.,-1.541301788,feɪθfəl,trɔø nɪçt loːjɑːl,4.1,1,8,2,16,15
1081,de,welfare,noun,w______,Wohlergehen,Uns geht es dabei um das Wohlergehen der Kinder.,-1.790761852,wɛlfɛɹ,voːlɛɾɡeːən,4.43,1,7,2,9,10
1082,de,optics,noun,o_____,Optik,Er hat eine Ausbildung im Bereich der Augenoptik gemacht.,-0.440217542,ɑːptɪks,ɔptiːk,3.58,1,6,2,3,5
1083,de,audience,noun,a_______,"Publikum, Zuschauer",Das Publikum klatschte Beifall.,-0.226718666,ɔːdiəns,pʊbliːkʊm tsuːʃaʊɜ,4.73,1,8,2,15,16
1084,de,adopt,verb,a____,übernehmen,Wir übernehmen viele ihrer Bräuche.,-2.66763853,ɐdɑːpt,yːbɜneːmən,4.19,1,5,2,10,9
1085,de,similarly,adverb,s________,ähnlich,Das Wetter sollte morgen leider ähnlich schlecht ausfallen.,-1.162668071,sɪmɪlɚli,ɛːnlɪç,4.3,2,9,3,8,7
1086,de,tower,noun,t____,Turm,Warst du schon einmal beim Schiefen Turm von Pisa?,1.917874141,taʊɚ,tʊɐm,4.5,2,5,1,5,3
1087,de,professionalism,noun,p______________,Professionalität,Sie kann mit besonderer Professionalität und Loyalität punkten.,-3.458127673,pɹəfɛʃənəlɪzəm,proːfɛsɪʲoːnɑːliːtɛːt,3.4,1,15,5,4,16
1088,de,transfer,verb,t_______,überführen,Sie überführen alle Patienten der Station in ein anderes Krankenhaus.,-0.706390679,tɹænsfɜː,yːbɜfyːrən,4.72,2,8,2,8,9
1089,de,emphasis,noun,e_______,Schwerpunkt,Der Schwerpunkt seiner Arbeit liegt in der Forschung.,-2.379254202,ɛmfəsɪs,ʃveːɾpʊŋkt,4.19,1,8,3,10,10
1090,de,more,adverb,m___,mehr,Ich möchte unbedingt mehr reisen.,2.19916178,mɔːɹ,meːɾ,6.36,1,4,1,3,2
1091,de,panda,noun,p____,Panda,In diesem Zoo leben zwei Pandas.,2.197760266,pændə,pandɑː,3.65,1,5,1,1,3
1092,de,paradise,noun,p_______,Paradies,Diese Insel ist ein Paradies.,0.848373307,pæɹədaɪs,paradiːs,4.16,1,8,2,3,5
1093,de,cover,noun,c____,"Abdeckung, Plane","Bedecke das Auto mit einer Plane, solange es so schneit. ",-0.392295759,kʌvɚ,apdɛkʊŋ plɑːnə,5.08,2,5,2,15,13
1094,de,bracelet,noun,b_______,"Armband, Armreif",Mir gefällt dein neues Armband sehr gut.,0.031437142,bɹeɪslɪt,aɾmbant aɾmraɪf,3.7,1,8,2,13,13
1095,de,royal,adjective,r____,königlich,Die königliche Hochzeit war eines der größten Medienereignisse des Jahres.,1.767052275,ɹɔɪəl,køːnɪɡlɪç,4.85,1,5,2,8,7
1096,de,pilot,noun,p____,Pilot,Der Pilot fliegt das Flugzeug.,3.397313516,paɪlət,piːloːt,4.52,1,5,2,1,4
1097,de,task,noun,t___,Aufgabe,"Unsere wichtigste Aufgabe ist es nun, die Menschen zu beruhigen.",0.647234518,tæsk,aʊfɡɑːbə,4.65,1,4,1,6,8
1098,de,defender,noun,d_______,Verteidiger,Der Verteidiger erbrachte im letzten Fußballspiel eine beachtliche Leistung.,-0.592234946,dᵻfɛndɚ,fɛɾtaɪdɪɡɜ,4.11,2,8,3,6,9
1099,de,single,noun,s_____,Single,Die erste Single aus dem neuen Album hat sich schon sehr gut verkauft.,2.887920045,sɪŋɡəl,(en)sɪŋɡəl(de),5.41,1,6,1,1,8
1100,de,circuit,noun,c______,Rennstrecke,Der Rennfahrer hatte schon vier Runden auf der Rennstrecke hinter sich. ,-2.580004014,sɜːkɪt,rɛnstrɛkə,4.47,1,7,2,10,8
1101,de,magnitude,noun,m________,"Ausmaß, Tragweite",Zu Beginn war uns das Ausmaß des Projektes nicht bewusst.,-3.209505386,mæɡnɪtuːd,aʊsmɑːs traɡvaɪtə,4.0,1,9,2,13,15
1102,de,friend,noun,f_____,Freund,Ich gehe mit meinen Freundinnen shoppen.,3.095812193,fɹɛnd,frɔønt,5.37,1,6,1,3,4
1103,de,defend,verb,d_____,sich/etw verteidigen,Die Männer verteidigen ihr Land.,-0.066040176,dᵻfɛnd,zɪç ɛtf fɛɾtaɪdɪɡən,4.47,1,6,2,17,16
1104,de,flour,noun,f____,Mehl,"Die Hauptzutaten für den Kuchen sind Mehl, Eier, Milch.",0.573755273,flaʊɚ,meːl,4.0,1,5,1,5,5
1105,de,poker,noun,p____,Poker,Er machte sein Hobby zum Beruf und spielt professionell Poker.,2.307698384,poʊkɚ,poːkɜ,3.97,2,5,1,1,2
1106,de,act,verb,a__,handeln,Sie fackeln nicht lange und handeln schnell.,3.356613624,ækt,handəln,5.3,1,3,1,6,7
1107,de,graphic,adjective,g______,anschaulich,Er hat einen sehr anschaulichen Vortrag gehalten. ,-2.911324631,ɡɹæfɪk,anʃaʊlɪç,4.23,1,7,2,8,7
1108,de,await,verb,a____,jdn/etw erwarten,Ich erwarte euch zu Hause.,0.043224502,ɐweɪt,jɔtdeːɛn ɛtf ɛɾvaɾtən,3.63,1,5,1,13,19
1109,de,resemble,verb,r_______,ähneln,"Das Maiglöckchen ähnelt dem Bärlauch, ist aber äußerst giftig.",-1.206820788,ɹᵻzɛmbəl,ɛːnəln,3.73,2,8,2,6,6
1110,de,payback,noun,p______,"Rache, Vergeltung (nicht: revenge)",Rache ist süß.,-3.139102628,peɪbæk,raxə fɛɾɡɛltʊŋ nɪçt reːvɛŋə,3.29,1,7,2,32,26
1111,de,troublemaker,noun,t___________,Unruhestifter,Sie war schon in der Schule eine richtige Unruhestifterin.,-1.287469858,tɹʌbəlmeɪkɚ,ʊnruːɛstɪftɜ,2.7,2,12,2,10,11
1112,de,watch,verb,w____,"beobachten, zusehen",Wir konnten der Mannschaft beim Training zusehen.,2.000263219,wɑːtʃ,bəoːbaxtən tsuːzeːən,5.34,1,5,1,16,18
1113,de,shortage,noun,s_______,Knappheit,Nach dem Erdbeben gab es innerhalb kurzer Zeit eine Knappheit an Trinkwasser und Lebensmitteln.,-1.872128805,ʃɔːɹɾɪdʒ,knapfaɪt,3.91,1,8,2,9,8
1114,de,scroll,noun,s_____,Schriftrolle,Eine antike Schriftrolle wurde in einem alten Keller gefunden.,-2.233250972,skɹoʊl,ʃrɪftrɔlə,3.86,1,6,1,7,8
1115,de,relevant,adjective,r_______,wichtigen,Alle wichtigen Informationen sind auf unserer Webseite leicht zu finden.,-1.067058171,ɹɛlᵻvənt,vɪçtɪɡən,4.61,2,8,3,9,7
1116,de,owner,noun,o____,Besitzer,Die Besitzerin des Autos muss sich bei der Polizei melden.,2.301112309,oʊnɚ,bəzɪtsɜ,4.83,2,5,2,6,7
1117,de,cheerleader,noun,c__________,Cheerleader,Sie ist seit Jahren Mitglied im Cheerleader-Club der Schule.,1.803471928,tʃɪɹliːdɚ,çeːɾleːɑːdɜ,3.33,2,11,3,1,8
1118,de,discard,verb,d______,etw wegwerfen,Zu viel Plastikmüll wird einfach achtlos weggeworfen. ,-3.393395159,dɪskɑːɹd,ɛtf vɛɡvɜfən,3.37,2,7,2,12,12
1119,de,loss,noun,l___,Verlust,"Dass du die Firma verlässt, ist ein großer Verlust für uns.",-0.64249974,lɔs,fɛɾlʊst,5.07,1,4,1,5,5
1120,de,spanish,adjective,s______,Spanisch,Flamenco ist eine spanische Tanz- und Musikform.,2.359530758,spænɪʃ,ʃpɑnɪʃ,4.73,1,7,2,2,2
1121,de,survive,verb,s______,überleben,Sie werden in der Wildnis nicht überleben.,2.187572267,sɚvaɪv,yːbɜleːbən,4.52,1,7,2,7,10
1122,de,complementary,adjective,c____________,einander ergänzend,Der Lektor hat einige ergänzende Kommentare zum Buch gemacht.,-2.470108607,kɑːmplɪmɛntɚɹi,aɪnandɜ ɛɾɡɛntsənt,3.56,1,13,4,15,15
1123,de,welcome,verb,w______,begrüßen,"Er stand auf, um die Teilnehmer herzlich zu begrüßen.",1.204267379,wɛlkʌm,bəɡryːsən,4.99,1,7,2,6,9
1124,de,value,verb,v____,"schätzen, wertschätzen",Ich schätze seine Zuverlässigkeit sehr.,-0.513258038,væljuː,ʃɛtsən vɛɾtʃɛtsən,5.15,1,5,1,21,16
1125,de,chief,noun,c____,"Leiter, Chef (nicht: manager)",Der Leiter der Firma wurde abgesetzt.,0.082270864,tʃiːf,laɪtɜ ʃɛf nɪçt mɛnɪdʒɜ,5.11,1,5,1,26,20
1126,de,enormous,adjective,e_______,"enorm, riesig (nicht: huge)",Die riesige Geburtstagstorte war im Nu aufgegessen.,0.481839934,ɪnɔːɹməs,eːnɔɾm riːzɪç nɪçt huːɡə,4.25,1,8,2,21,21
1127,de,sneakers,noun,s_______,Turnschuhe,"Mama, ich brauche unbedingt neue Turnschuhe, weil sich bei diesem Paar schon die Sohle ablöst.",-0.025598516,sniːkɚz,tʊɐnʃuːə,3.53,1,8,2,9,8
1128,de,sand,noun,s___,Sand,Die Kinder spielten den ganzen Tag über im Sand.,2.983584598,sænd,zant,4.44,1,4,1,1,3
1129,de,kid,verb,k__,Spaß machen,Ich hab nur Spaß gemacht!,-0.2973522,kɪd,ʃpɑːs maxən,4.99,1,3,1,11,11
1130,de,castle,noun,c_____,Schloss,Wir besuchten das alte Schloss.,2.755892009,kæsəl,ʃlɔs,4.45,1,6,1,6,5
1131,de,ought,verb,o____,jd sollte etw tun,"Du solltest anfangen, früher ins Bett zu gehen. ",0.034641017,ɔːt,jɔtdeː zɔltə ɛtf tuːn,4.35,1,5,1,15,18
1132,de,rainforest,noun,r_________,Regenwald,Große Teile der Region sind von Regenwald überzogen.,1.110848686,ɹeɪnfɔːɹɪst,reːɡənvalt,3.39,2,10,2,10,9
1133,de,absolute,adjective,a_______,"hundertprozentig, ganz und gar",Er antwortete mit hundertprozentiger Sicherheit.,-1.662591233,æbsəluːt,hʊndɜtproːtsəntɪç ɡants ʊnt ɡɑːɾ,4.54,1,8,3,28,29
1134,de,female,adjective,f_____,weiblich,Unsere Gruppe besteht aus sieben weiblichen und zehn männlichen Mitgliedern.,1.477153745,fiːmeɪl,vaɪplɪç,5.0,1,6,2,6,6
1135,de,boast,verb,b____,"prahlen, angeben (nicht: brag)","Er prahlte damit, wie mutig er doch sei.",-1.775879593,boʊst,prɑːlən anɡeːbən nɪçt brɑːk,3.51,1,5,1,28,25
1136,de,beef,noun,b___,Rindfleisch,Rindfleisch ist meist teurer als Huhn oder Schweinefleisch. ,1.212335862,biːf,rɪntflaɪʃ,4.29,1,4,1,10,8
